fpr,tpr,PERSON_tp_ratio,CODE_tp_ratio,LOC_tp_ratio,ORG_tp_ratio,DEM_tp_ratio,DATETIME_tp_ratio,QUANTITY_tp_ratio,MISC_tp_ratio,PERSON_fp_ratio,CODE_fp_ratio,LOC_fp_ratio,ORG_fp_ratio,DEM_fp_ratio,DATETIME_fp_ratio,QUANTITY_fp_ratio,MISC_fp_ratio
0.9957446808510638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9957446808510638,1.0,0.1749211356466877,0.02050473186119874,0.03722397476340694,0.26214511041009464,0.01529968454258675,0.21608832807570977,0.01750788643533123,0.25630914826498424,0.06666666666666667,0.017777777777777778,0.008888888888888889,0.6355555555555555,0.0,0.2577777777777778,0.013333333333333334,0.0
0.9957446808510638,1.0,0.1749211356466877,0.02050473186119874,0.03722397476340694,0.26214511041009464,0.01529968454258675,0.21608832807570977,0.01750788643533123,0.25630914826498424,0.06666666666666667,0.017777777777777778,0.008888888888888889,0.6355555555555555,0.0,0.2577777777777778,0.013333333333333334,0.0
0.9957446808510638,1.0,0.18736593736593737,0.023595023595023596,0.04997854997854998,0.2725225225225225,0.015873015873015872,0.23562848562848562,0.0222007722007722,0.19283569283569282,0.10289389067524116,0.02572347266881029,0.028938906752411574,0.5852090032154341,0.0,0.24758842443729903,0.00964630225080386,0.0
0.9957446808510638,1.0,0.18736593736593737,0.023595023595023596,0.04997854997854998,0.2725225225225225,0.015873015873015872,0.23562848562848562,0.0222007722007722,0.19283569283569282,0.10289389067524116,0.02572347266881029,0.028938906752411574,0.5852090032154341,0.0,0.24758842443729903,0.00964630225080386,0.0
0.9957446808510638,1.0,0.17501141378785573,0.030056308020088268,0.05706893927864861,0.2419723025414701,0.012783442398417288,0.23071069852381676,0.026175620149140162,0.22622127530056307,0.07266811279826464,0.01843817787418655,0.033622559652928416,0.5227765726681128,0.0010845986984815619,0.3405639913232104,0.010845986984815618,0.0
0.9957446808510638,1.0,0.17501141378785573,0.030056308020088268,0.05706893927864861,0.2419723025414701,0.012783442398417288,0.23071069852381676,0.026175620149140162,0.22622127530056307,0.07266811279826464,0.01843817787418655,0.033622559652928416,0.5227765726681128,0.0010845986984815619,0.3405639913232104,0.010845986984815618,0.0
0.9957446808510638,1.0,0.16801632340751133,0.029968755977810367,0.05381623413887649,0.2606644136963591,0.015813301026589302,0.24287445004144614,0.027418223554166933,0.20142829815724034,0.06403574087862993,0.01563663440059568,0.028294862248696945,0.4676098287416232,0.0007446016381236039,0.3849590469099032,0.0387192851824274,0.0
0.9957446808510638,1.0,0.16801632340751133,0.029968755977810367,0.05381623413887649,0.2606644136963591,0.015813301026589302,0.24287445004144614,0.027418223554166933,0.20142829815724034,0.06403574087862993,0.01563663440059568,0.028294862248696945,0.4676098287416232,0.0007446016381236039,0.3849590469099032,0.0387192851824274,0.0
0.9957446808510638,1.0,0.17240793201133145,0.028271954674220962,0.05478753541076487,0.26509915014164304,0.018696883852691217,0.2503682719546742,0.02685552407932011,0.1835127478753541,0.06662804171494785,0.016801853997682505,0.023174971031286212,0.46697566628041715,0.0017381228273464658,0.3945538818076477,0.030127462340672075,0.0
0.9957446808510638,1.0,0.17240793201133145,0.028271954674220962,0.05478753541076487,0.26509915014164304,0.018696883852691217,0.2503682719546742,0.02685552407932011,0.1835127478753541,0.06662804171494785,0.016801853997682505,0.023174971031286212,0.46697566628041715,0.0017381228273464658,0.3945538818076477,0.030127462340672075,0.0
0.9957446808510638,1.0,0.17150015993176246,0.03321249600170594,0.05293741337029534,0.271350890286811,0.018285531506557203,0.24896044354408786,0.030546966627572236,0.173206098731208,0.08222811671087533,0.01750663129973475,0.022281167108753316,0.4636604774535809,0.0015915119363395225,0.38514588859416443,0.027586206896551724,0.0
0.9957446808510638,1.0,0.17150015993176246,0.03321249600170594,0.05293741337029534,0.271350890286811,0.018285531506557203,0.24896044354408786,0.030546966627572236,0.173206098731208,0.08222811671087533,0.01750663129973475,0.022281167108753316,0.4636604774535809,0.0015915119363395225,0.38514588859416443,0.027586206896551724,0.0
0.9957446808510638,1.0,0.16676652686239266,0.0323047733173557,0.05127821050529259,0.274216097463551,0.017775114839225083,0.25624126223287397,0.03689834232075095,0.16451967245855803,0.08222811671087533,0.01750663129973475,0.022281167108753316,0.4636604774535809,0.0015915119363395225,0.38514588859416443,0.027586206896551724,0.0
0.9957446808510638,1.0,0.16676652686239266,0.0323047733173557,0.05127821050529259,0.274216097463551,0.017775114839225083,0.25624126223287397,0.03689834232075095,0.16451967245855803,0.08222811671087533,0.01750663129973475,0.022281167108753316,0.4636604774535809,0.0015915119363395225,0.38514588859416443,0.027586206896551724,0.0
0.9957446808510638,1.0,0.16917081416095409,0.03249131373837919,0.05019250633862334,0.27176260681754155,0.017748145365762042,0.2608695652173913,0.03723354305568598,0.16053150530566251,0.08329152032112393,0.018564977420973405,0.025589563472152535,0.46362267937782237,0.0015052684395383843,0.38133467134972404,0.02609131961866533,0.0
0.9957446808510638,1.0,0.16917081416095409,0.03249131373837919,0.05019250633862334,0.27176260681754155,0.017748145365762042,0.2608695652173913,0.03723354305568598,0.16053150530566251,0.08329152032112393,0.018564977420973405,0.025589563472152535,0.46362267937782237,0.0015052684395383843,0.38133467134972404,0.02609131961866533,0.0
0.9914893617021276,1.0,0.16927689278682656,0.03284410238052622,0.04971362090567388,0.27492393055306963,0.017272239126543763,0.26337927331304817,0.03718453552890639,0.1554054054054054,0.10744500846023688,0.01903553299492386,0.027495769881556685,0.44543147208121825,0.001692047377326565,0.36844331641285955,0.030456852791878174,0.0
0.9914893617021276,1.0,0.16927689278682656,0.03284410238052622,0.04971362090567388,0.27492393055306963,0.017272239126543763,0.26337927331304817,0.03718453552890639,0.1554054054054054,0.10744500846023688,0.01903553299492386,0.027495769881556685,0.44543147208121825,0.001692047377326565,0.36844331641285955,0.030456852791878174,0.0
0.9914893617021276,1.0,0.17334017796030116,0.03225530458590007,0.048254620123203286,0.2730578370978782,0.017881587953456537,0.26775325119780974,0.03614818617385353,0.15130903490759753,0.10744500846023688,0.01903553299492386,0.027495769881556685,0.44543147208121825,0.001692047377326565,0.36844331641285955,0.030456852791878174,0.0
