fpr,tpr,PERSON_ratio,CODE_ratio,LOC_ratio,ORG_ratio,DEM_ratio,DATETIME_ratio,QUANTITY_ratio,MISC_ratio
0.9915254237288136,0.9915966386554622,0.24605747529230743,0.033794116663205295,0.046163481038369765,0.20552986505286072,0.016464341659775224,0.36078016365240784,0.04208961188409205,0.04071758341244411
0.9915254237288136,0.9915966386554622,0.24605747529230743,0.033794116663205295,0.046163481038369765,0.20552986505286072,0.016464341659775224,0.36078016365240784,0.04208961188409205,0.04071758341244411
0.9915254237288136,0.9915966386554622,0.24605747529230743,0.033794116663205295,0.046163481038369765,0.20552986505286072,0.016464341659775224,0.36078016365240784,0.04208961188409205,0.04071758341244411
0.9915254237288136,0.9873949579831933,0.24496207117962474,0.033655219768178084,0.045973744930047133,0.20468511860259211,0.01639667171716359,0.35925528159785347,0.04191661974874897,0.040550230438985334
0.9915254237288136,0.9873949579831933,0.24496207117962474,0.033655219768178084,0.045973744930047133,0.20468511860259211,0.01639667171716359,0.35925528159785347,0.04191661974874897,0.040550230438985334
0.9915254237288136,0.9873949579831933,0.24496207117962474,0.033655219768178084,0.045973744930047133,0.20468511860259211,0.01639667171716359,0.35925528159785347,0.04191661974874897,0.040550230438985334
0.9915254237288136,0.9873949579831933,0.24496207117962474,0.033655219768178084,0.045973744930047133,0.20468511860259211,0.01639667171716359,0.35925528159785347,0.04191661974874897,0.040550230438985334
0.9915254237288136,0.9873949579831933,0.24496207117962474,0.033655219768178084,0.045973744930047133,0.20468511860259211,0.01639667171716359,0.35925528159785347,0.04191661974874897,0.040550230438985334
0.9915254237288136,0.9873949579831933,0.24496207117962474,0.033655219768178084,0.045973744930047133,0.20468511860259211,0.01639667171716359,0.35925528159785347,0.04191661974874897,0.040550230438985334
0.9830508474576272,0.9831932773109243,0.24270664884418722,0.03358773987904393,0.04599648535721295,0.20365064824595017,0.01640478215757938,0.358339331283125,0.041937353361811903,0.04057028818201362
0.9830508474576272,0.9831932773109243,0.24270664884418722,0.03358773987904393,0.04599648535721295,0.20365064824595017,0.01640478215757938,0.358339331283125,0.041937353361811903,0.04057028818201362
0.9830508474576272,0.9831932773109243,0.24270664884418722,0.03358773987904393,0.04599648535721295,0.20365064824595017,0.01640478215757938,0.358339331283125,0.041937353361811903,0.04057028818201362
0.9788135593220338,0.9789915966386554,0.2425189037725237,0.03126902019507004,0.04598880105354282,0.20294372152160114,0.01638101326964328,0.3575434770523038,0.04188829067153969,0.040458369102430905
0.9788135593220338,0.9789915966386554,0.2425189037725237,0.03126902019507004,0.04598880105354282,0.20294372152160114,0.01638101326964328,0.3575434770523038,0.04188829067153969,0.040458369102430905
0.9745762711864406,0.9789915966386554,0.2425189037725237,0.03126902019507004,0.04598880105354282,0.20294372152160114,0.01638101326964328,0.3575434770523038,0.04188829067153969,0.040458369102430905
0.9745762711864406,0.9789915966386554,0.2425189037725237,0.03126902019507004,0.04598880105354282,0.20294372152160114,0.01638101326964328,0.3575434770523038,0.04188829067153969,0.040458369102430905
0.9745762711864406,0.9789915966386554,0.2425189037725237,0.03126902019507004,0.04598880105354282,0.20294372152160114,0.01638101326964328,0.3575434770523038,0.04188829067153969,0.040458369102430905
0.9703389830508474,0.9789915966386554,0.2425189037725237,0.03126902019507004,0.04598880105354282,0.20294372152160114,0.01638101326964328,0.3575434770523038,0.04188829067153969,0.040458369102430905
