fpr,tpr
0.99581589958159,1.0
0.99581589958159,1.0
0.99581589958159,1.0
0.99581589958159,1.0
0.99581589958159,1.0
0.99581589958159,1.0
0.99581589958159,1.0
0.99581589958159,1.0
0.99581589958159,1.0
0.99581589958159,1.0
0.99581589958159,1.0
0.99581589958159,1.0
0.9916317991631799,1.0
0.9916317991631799,1.0
0.9916317991631799,1.0
0.9916317991631799,1.0
0.9916317991631799,1.0
0.9916317991631799,1.0
0.9916317991631799,1.0
0.9916317991631799,1.0
0.9874476987447699,1.0
0.9874476987447699,1.0
0.9874476987447699,1.0
0.9832635983263598,1.0
0.9832635983263598,1.0
0.9832635983263598,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9790794979079498,1.0
0.9748953974895398,1.0
0.9748953974895398,1.0
0.9748953974895398,1.0
0.9707112970711297,1.0
0.9707112970711297,1.0
0.9707112970711297,1.0
0.9707112970711297,1.0
0.9707112970711297,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9665271966527197,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9581589958158996,1.0
0.9539748953974896,1.0
0.9539748953974896,1.0
0.9539748953974896,1.0
0.9497907949790795,1.0
0.9497907949790795,1.0
0.9497907949790795,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9456066945606695,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9414225941422594,1.0
0.9372384937238494,1.0
0.9372384937238494,1.0
0.9372384937238494,1.0
0.9246861924686193,1.0
0.9246861924686193,1.0
0.9246861924686193,1.0
0.9246861924686193,1.0
0.9246861924686193,1.0
0.9246861924686193,1.0
0.9246861924686193,1.0
0.9246861924686193,1.0
0.9246861924686193,1.0
0.9246861924686193,1.0
0.9246861924686193,1.0
0.9205020920502092,1.0
0.9205020920502092,1.0
0.9205020920502092,1.0
0.9205020920502092,1.0
0.9205020920502092,1.0
0.9205020920502092,1.0
0.9205020920502092,1.0
0.9205020920502092,1.0
0.9205020920502092,1.0
0.9121338912133892,1.0
0.9121338912133892,1.0
0.9121338912133892,1.0
0.9079497907949791,1.0
0.9079497907949791,1.0
0.9079497907949791,1.0
0.9037656903765691,1.0
0.9037656903765691,1.0
0.899581589958159,1.0
0.899581589958159,1.0
0.899581589958159,1.0
0.891213389121339,1.0
0.891213389121339,1.0
0.891213389121339,1.0
0.891213389121339,1.0
0.891213389121339,1.0
0.891213389121339,1.0
0.891213389121339,1.0
0.891213389121339,1.0
0.891213389121339,1.0
0.891213389121339,1.0
0.891213389121339,1.0
0.8870292887029289,1.0
0.8870292887029289,1.0
0.8870292887029289,1.0
0.8870292887029289,0.99581589958159
0.8870292887029289,0.99581589958159
0.8870292887029289,0.99581589958159
0.8870292887029289,0.99581589958159
0.8870292887029289,0.99581589958159
0.8870292887029289,0.99581589958159
0.8786610878661087,0.99581589958159
0.8786610878661087,0.99581589958159
0.8786610878661087,0.99581589958159
0.8786610878661087,0.99581589958159
0.8786610878661087,0.99581589958159
0.8786610878661087,0.99581589958159
0.8786610878661087,0.99581589958159
0.8786610878661087,0.99581589958159
0.8702928870292888,0.99581589958159
0.8702928870292888,0.99581589958159
0.8702928870292888,0.99581589958159
0.8619246861924686,0.99581589958159
0.8619246861924686,0.99581589958159
0.8619246861924686,0.99581589958159
0.8493723849372385,0.99581589958159
0.8493723849372385,0.99581589958159
0.8493723849372385,0.99581589958159
0.8493723849372385,0.99581589958159
0.8493723849372385,0.99581589958159
0.8493723849372385,0.99581589958159
0.8493723849372385,0.99581589958159
0.8493723849372385,0.99581589958159
0.8410041841004184,0.99581589958159
0.8410041841004184,0.99581589958159
0.8410041841004184,0.99581589958159
0.8410041841004184,0.99581589958159
0.8410041841004184,0.99581589958159
0.8410041841004184,0.99581589958159
0.8284518828451883,0.99581589958159
0.8284518828451883,0.99581589958159
0.8284518828451883,0.99581589958159
0.8242677824267782,0.99581589958159
0.8242677824267782,0.99581589958159
0.8242677824267782,0.99581589958159
0.8242677824267782,0.99581589958159
0.8242677824267782,0.99581589958159
0.8242677824267782,0.99581589958159
0.8242677824267782,0.99581589958159
0.8242677824267782,0.99581589958159
0.8242677824267782,0.99581589958159
0.8242677824267782,0.99581589958159
0.8242677824267782,0.99581589958159
0.8200836820083682,0.99581589958159
0.8200836820083682,0.99581589958159
0.8200836820083682,0.99581589958159
0.8200836820083682,0.99581589958159
0.8200836820083682,0.99581589958159
0.8200836820083682,0.99581589958159
0.8158995815899581,0.99581589958159
0.8158995815899581,0.99581589958159
0.8158995815899581,0.99581589958159
0.8117154811715481,0.99581589958159
0.8117154811715481,0.99581589958159
0.799163179916318,0.99581589958159
0.799163179916318,0.99581589958159
0.799163179916318,0.99581589958159
0.799163179916318,0.99581589958159
0.799163179916318,0.99581589958159
0.799163179916318,0.99581589958159
0.7907949790794979,0.99581589958159
0.7907949790794979,0.99581589958159
0.7907949790794979,0.99581589958159
0.7907949790794979,0.99581589958159
0.7907949790794979,0.99581589958159
0.7907949790794979,0.99581589958159
0.7866108786610879,0.99581589958159
0.7866108786610879,0.99581589958159
0.7866108786610879,0.99581589958159
0.7866108786610879,0.99581589958159
0.7866108786610879,0.99581589958159
0.7824267782426778,0.99581589958159
0.7824267782426778,0.99581589958159
0.7824267782426778,0.99581589958159
0.7782426778242678,0.99581589958159
0.7782426778242678,0.99581589958159
0.7782426778242678,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7740585774058577,0.99581589958159
0.7698744769874477,0.9874476987447699
0.7698744769874477,0.9874476987447699
0.7698744769874477,0.9874476987447699
0.7698744769874477,0.9874476987447699
0.7698744769874477,0.9874476987447699
0.7698744769874477,0.9874476987447699
0.7656903765690377,0.9874476987447699
0.7656903765690377,0.9874476987447699
0.7573221757322176,0.9874476987447699
0.7573221757322176,0.9874476987447699
0.7573221757322176,0.9874476987447699
0.7531380753138075,0.9874476987447699
0.7531380753138075,0.9874476987447699
0.7531380753138075,0.9874476987447699
0.7489539748953975,0.9874476987447699
0.7489539748953975,0.9874476987447699
0.7489539748953975,0.9874476987447699
0.7489539748953975,0.9874476987447699
0.7489539748953975,0.9874476987447699
0.7489539748953975,0.9874476987447699
0.7489539748953975,0.9874476987447699
0.7489539748953975,0.9874476987447699
0.7447698744769874,0.9874476987447699
0.7447698744769874,0.9874476987447699
0.7447698744769874,0.9874476987447699
0.7447698744769874,0.9832635983263598
0.7447698744769874,0.9832635983263598
0.7447698744769874,0.9832635983263598
0.7447698744769874,0.9832635983263598
0.7447698744769874,0.9832635983263598
0.7447698744769874,0.9832635983263598
0.7447698744769874,0.9832635983263598
0.7447698744769874,0.9832635983263598
0.7447698744769874,0.9832635983263598
0.7405857740585774,0.9832635983263598
0.7405857740585774,0.9832635983263598
0.7405857740585774,0.9832635983263598
0.7405857740585774,0.9832635983263598
0.7405857740585774,0.9832635983263598
0.7405857740585774,0.9790794979079498
0.7405857740585774,0.9790794979079498
0.7405857740585774,0.9790794979079498
0.7322175732217573,0.9790794979079498
0.7322175732217573,0.9790794979079498
0.7322175732217573,0.9790794979079498
0.7322175732217573,0.9748953974895398
0.7322175732217573,0.9748953974895398
0.7322175732217573,0.9748953974895398
0.7238493723849372,0.9748953974895398
0.7238493723849372,0.9748953974895398
0.7238493723849372,0.9748953974895398
0.7112970711297071,0.9748953974895398
0.7112970711297071,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.7071129707112971,0.9748953974895398
0.702928870292887,0.9748953974895398
0.702928870292887,0.9748953974895398
0.702928870292887,0.9707112970711297
0.702928870292887,0.9707112970711297
0.702928870292887,0.9707112970711297
0.698744769874477,0.9707112970711297
0.698744769874477,0.9707112970711297
0.698744769874477,0.9707112970711297
0.6903765690376569,0.9707112970711297
0.6903765690376569,0.9707112970711297
0.6903765690376569,0.9707112970711297
0.6820083682008368,0.9707112970711297
0.6820083682008368,0.9707112970711297
0.6820083682008368,0.9707112970711297
0.6820083682008368,0.9707112970711297
0.6820083682008368,0.9707112970711297
0.6820083682008368,0.9707112970711297
0.6736401673640168,0.9707112970711297
0.6736401673640168,0.9707112970711297
0.6694560669456067,0.9707112970711297
0.6694560669456067,0.9707112970711297
0.6694560669456067,0.9707112970711297
0.6694560669456067,0.9707112970711297
0.6694560669456067,0.9707112970711297
0.6694560669456067,0.9707112970711297
0.6652719665271967,0.9707112970711297
0.6652719665271967,0.9707112970711297
0.6652719665271967,0.9707112970711297
0.6652719665271967,0.9665271966527197
0.6652719665271967,0.9665271966527197
0.6652719665271967,0.9665271966527197
0.6652719665271967,0.9665271966527197
0.6652719665271967,0.9665271966527197
0.6652719665271967,0.9665271966527197
0.6652719665271967,0.9665271966527197
0.6652719665271967,0.9665271966527197
0.6652719665271967,0.9665271966527197
0.6652719665271967,0.9665271966527197
0.6652719665271967,0.9665271966527197
0.6610878661087866,0.9623430962343096
0.6610878661087866,0.9623430962343096
0.6610878661087866,0.9623430962343096
0.6610878661087866,0.9623430962343096
0.6610878661087866,0.9623430962343096
0.6610878661087866,0.9623430962343096
0.6610878661087866,0.9623430962343096
0.6610878661087866,0.9623430962343096
0.6527196652719666,0.9581589958158996
0.6527196652719666,0.9581589958158996
0.6527196652719666,0.9581589958158996
0.6527196652719666,0.9581589958158996
0.6527196652719666,0.9581589958158996
0.6527196652719666,0.9581589958158996
0.6485355648535565,0.9581589958158996
0.6485355648535565,0.9581589958158996
0.6485355648535565,0.9581589958158996
0.6485355648535565,0.9581589958158996
0.6485355648535565,0.9581589958158996
0.6485355648535565,0.9581589958158996
0.6485355648535565,0.9581589958158996
0.6485355648535565,0.9581589958158996
0.6485355648535565,0.9581589958158996
0.6401673640167364,0.9581589958158996
0.6401673640167364,0.9581589958158996
0.6317991631799164,0.9581589958158996
0.6317991631799164,0.9581589958158996
0.6317991631799164,0.9581589958158996
0.6317991631799164,0.9581589958158996
0.6317991631799164,0.9581589958158996
0.6317991631799164,0.9581589958158996
0.6317991631799164,0.9539748953974896
0.6317991631799164,0.9539748953974896
0.6317991631799164,0.9539748953974896
0.6276150627615062,0.9539748953974896
0.6276150627615062,0.9539748953974896
0.6276150627615062,0.9539748953974896
0.6150627615062761,0.9539748953974896
0.6150627615062761,0.9539748953974896
0.6108786610878661,0.9539748953974896
0.6108786610878661,0.9539748953974896
0.6108786610878661,0.9539748953974896
0.602510460251046,0.9539748953974896
0.602510460251046,0.9539748953974896
0.602510460251046,0.9539748953974896
0.5983263598326359,0.9539748953974896
0.5983263598326359,0.9539748953974896
0.5983263598326359,0.9539748953974896
0.5983263598326359,0.9539748953974896
0.5983263598326359,0.9539748953974896
0.5983263598326359,0.9539748953974896
0.5983263598326359,0.9539748953974896
0.5983263598326359,0.9539748953974896
0.5983263598326359,0.9539748953974896
0.5983263598326359,0.9539748953974896
0.5983263598326359,0.9539748953974896
0.5857740585774058,0.9539748953974896
0.5857740585774058,0.9539748953974896
0.5857740585774058,0.9539748953974896
0.5857740585774058,0.9497907949790795
0.5857740585774058,0.9497907949790795
0.5857740585774058,0.9497907949790795
0.5732217573221757,0.9497907949790795
0.5732217573221757,0.9497907949790795
0.5732217573221757,0.9497907949790795
0.5690376569037657,0.9497907949790795
0.5690376569037657,0.9497907949790795
0.5690376569037657,0.9497907949790795
0.5648535564853556,0.9497907949790795
0.5648535564853556,0.9497907949790795
0.5648535564853556,0.9497907949790795
0.5648535564853556,0.9497907949790795
0.5648535564853556,0.9497907949790795
0.5606694560669456,0.9456066945606695
0.5606694560669456,0.9456066945606695
0.5606694560669456,0.9456066945606695
0.5606694560669456,0.9456066945606695
0.5606694560669456,0.9456066945606695
0.5606694560669456,0.9456066945606695
0.5564853556485355,0.9456066945606695
0.5564853556485355,0.9456066945606695
0.5564853556485355,0.9456066945606695
0.5523012552301255,0.9456066945606695
0.5523012552301255,0.9456066945606695
